Age,Workclass,EdNum,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Country
90,1,4,2,10,0,4,1,2653,0,40,34
19,2,7,4,11,2,4,1,0,0,16,34
56,1,8,4,5,1,4,1,0,0,40,34
49,4,5,2,2,0,4,1,0,0,40,1
32,2,3,2,7,0,4,1,0,0,40,22
36,4,8,4,2,3,4,1,0,0,40,34
42,2,7,2,13,0,4,1,0,0,40,34
47,3,3,2,13,0,4,1,0,0,50,4
45,2,4,2,6,0,0,1,0,0,40,34
21,2,7,4,11,3,4,0,0,0,38,34
34,2,6,4,7,4,2,0,0,0,20,34
17,2,6,4,5,3,4,0,0,0,23,34
28,2,4,2,2,0,4,1,3464,0,35,34
22,2,4,4,5,3,4,1,0,0,16,34
34,2,7,3,2,1,2,1,0,0,55,34
27,2,7,0,2,3,4,1,0,0,40,34
51,2,5,2,13,0,4,1,0,0,40,34
17,2,7,4,5,3,0,1,0,0,20,34
18,2,7,4,11,4,4,1,0,0,20,34
28,2,5,4,13,1,4,1,6849,0,35,34
59,2,7,0,7,1,2,0,0,0,35,34
20,2,6,4,5,3,4,1,0,0,40,34
52,2,8,2,6,0,4,1,0,1628,40,34
23,2,3,2,13,2,4,1,0,0,40,22
35,1,7,2,9,5,2,0,0,0,32,34
54,2,7,0,2,3,4,0,0,0,50,34
51,2,2,6,7,4,4,0,0,0,35,28
17,2,7,4,11,3,4,0,0,0,35,34
37,2,7,2,2,0,4,1,5013,0,40,34
36,2,6,2,7,5,4,0,0,0,24,34
49,2,5,0,2,4,4,0,5455,0,45,34
56,2,6,2,0,0,2,1,0,0,40,34
66,2,4,6,7,1,2,0,0,0,10,34
33,2,6,2,2,0,4,1,0,0,40,34
18,0,7,4,6,3,4,1,0,0,4,34
17,2,7,4,7,3,4,1,594,0,10,34
72,2,6,2,7,0,4,1,2414,0,12,34
47,2,7,2,0,0,4,1,0,1485,58,34
27,3,5,4,2,3,4,1,0,0,40,34
50,2,1,2,4,0,2,1,0,0,40,13
42,2,3,2,7,0,4,1,0,0,44,22
29,2,5,4,6,1,4,1,0,0,40,34
18,2,7,4,0,3,4,0,0,0,15,34
40,2,3,2,7,0,4,1,0,1672,30,22
61,5,3,2,13,0,4,1,0,0,40,34
17,1,6,4,10,3,4,0,0,1602,40,34
17,2,6,4,7,3,4,0,0,0,15,34
37,2,6,2,13,0,4,1,0,0,50,34
47,2,3,4,6,4,4,0,0,0,40,5
19,2,8,5,9,3,4,0,1055,0,40,34
17,2,6,4,4,3,4,1,0,0,20,34
32,4,6,3,2,3,4,1,0,0,16,34
50,4,6,0,11,1,4,0,0,0,50,34
69,2,5,4,2,2,4,1,2993,0,40,34
45,2,3,3,7,1,4,1,0,0,40,6
17,2,7,4,5,3,4,1,0,0,16,34
26,4,6,2,4,0,4,1,0,0,99,34
47,2,6,2,11,0,4,1,0,0,65,34
32,2,8,0,10,3,4,1,0,0,54,22
36,2,7,2,13,0,4,1,0,0,47,34
40,2,6,2,6,0,4,1,0,0,40,34
35,4,5,2,2,0,0,1,0,0,96,34
18,2,7,4,5,3,4,1,0,0,40,34
59,2,6,6,7,2,1,0,0,0,40,26
18,2,7,4,4,3,4,1,0,0,6,34
70,2,7,2,13,0,4,1,0,0,40,34
17,2,6,2,11,3,4,0,0,0,30,34
37,2,4,2,2,0,4,1,0,0,45,22
45,2,8,0,2,1,4,1,0,0,40,34
37,2,6,2,2,0,4,1,0,0,50,34
65,0,6,0,2,4,4,1,0,0,40,34
17,2,7,4,5,3,4,0,0,0,16,34
21,2,3,2,7,0,4,1,0,0,40,22
56,2,7,5,7,1,2,0,0,0,40,34
33,2,7,2,2,0,4,1,0,0,45,34
42,2,4,2,2,0,4,1,4386,0,50,34
58,2,4,0,7,1,4,0,0,0,40,34
22,2,3,2,6,2,4,0,0,0,40,22
42,2,7,2,2,0,4,1,0,0,35,34
57,2,3,2,2,0,4,1,0,0,40,34
33,2,8,4,10,3,2,1,0,0,40,34
68,2,7,6,6,1,2,0,0,1870,35,34
52,2,7,2,7,0,4,1,0,0,40,34
37,4,6,2,2,0,4,1,0,0,40,22
59,4,4,2,11,0,4,1,0,0,85,34
36,2,7,2,3,0,4,1,0,1579,40,34
47,2,6,2,2,0,4,1,0,0,35,34
18,2,8,4,7,3,4,1,0,0,15,34
24,2,8,4,4,3,2,1,0,0,40,34
33,2,2,3,8,1,4,0,0,0,40,12
17,2,8,4,7,3,4,1,0,0,35,34
63,2,1,2,9,0,3,1,0,0,30,22
59,2,7,6,13,4,4,0,0,0,40,34
40,2,3,2,7,0,4,1,0,0,40,22
41,2,5,2,2,0,4,1,0,0,40,34
31,2,7,2,13,0,4,1,0,0,40,34
40,1,5,2,7,5,4,0,0,0,40,36
52,2,8,4,6,1,4,1,0,0,40,34
42,2,5,2,13,0,4,1,0,0,40,34
21,2,3,4,2,3,4,1,0,0,40,12
31,2,7,4,13,1,2,1,0,0,35,34
22,2,5,4,6,4,4,1,0,0,40,12
36,2,8,2,13,0,4,1,0,0,40,34
25,2,5,2,5,0,4,1,0,0,40,34
46,2,6,0,2,1,4,1,0,0,40,34
53,2,6,2,2,0,4,1,0,0,40,34
28,2,6,4,5,1,4,1,0,0,40,34
41,2,6,2,13,0,4,1,0,0,60,34
30,2,1,4,4,1,4,1,0,0,40,22
41,2,7,2,2,0,2,1,0,0,40,34
17,2,6,4,2,3,4,0,0,0,30,34
73,2,4,2,11,0,4,1,0,0,30,34
52,2,7,0,6,1,2,0,0,0,20,34
59,2,5,2,3,0,4,1,0,0,40,34
22,2,7,0,11,2,4,0,0,0,25,34
31,4,4,2,9,0,4,1,0,0,60,34
44,2,6,4,4,4,4,1,0,0,35,34
26,2,6,4,2,2,4,1,0,0,24,14
17,2,7,4,7,3,4,0,0,0,20,34
48,2,6,2,13,0,4,1,0,0,70,34
63,1,5,2,13,0,4,1,7688,0,40,34
41,2,2,2,7,0,4,1,0,0,43,22
23,2,4,2,5,2,3,0,0,0,30,7
18,2,7,4,0,3,4,0,0,0,15,34
20,2,8,4,11,1,4,0,0,0,55,34
22,2,3,2,7,0,4,1,0,0,40,7
23,2,7,5,7,4,4,0,0,0,40,34
18,2,7,4,0,3,4,0,0,0,5,34
53,2,5,2,7,0,4,1,0,0,40,5
18,2,3,4,5,3,4,1,0,0,40,34
34,2,8,2,2,0,4,1,0,0,59,34
24,2,7,4,11,3,4,0,0,0,30,34
17,1,7,4,0,3,4,0,0,0,12,34
36,2,7,2,2,0,4,1,0,0,50,34
31,2,4,6,0,1,4,0,0,0,35,34
18,1,7,4,9,3,2,0,0,0,40,34
37,2,7,2,2,0,4,1,0,0,40,34
61,2,7,6,7,1,2,1,0,0,40,34
50,2,7,2,2,0,4,1,0,0,40,34
33,2,3,2,6,0,4,1,0,0,40,22
33,2,6,4,7,3,4,0,0,0,25,34
35,2,3,2,5,0,4,1,0,0,40,22
31,2,5,0,13,1,4,1,0,0,40,34
17,2,5,4,7,4,4,1,0,0,20,34
29,0,6,5,3,1,4,0,0,0,40,34
52,2,2,2,4,0,4,1,0,0,56,22
44,2,3,2,13,0,4,1,0,0,40,22
22,2,6,4,2,1,4,1,0,0,30,34
56,2,5,0,11,4,4,0,0,0,40,34
33,2,6,2,2,0,4,1,0,0,40,34
54,2,4,2,2,0,4,1,0,0,40,34
40,4,3,2,4,0,4,1,0,0,10,22
25,2,7,2,13,0,4,1,0,0,40,34
20,2,7,4,7,3,4,1,0,0,25,34
61,3,6,2,3,0,4,1,7688,0,40,34
64,4,4,2,2,0,4,1,0,0,70,34
37,2,4,2,2,0,4,1,0,0,40,34
21,2,8,4,5,3,4,1,0,0,32,34
61,4,4,2,11,0,4,1,0,0,30,34
34,1,7,5,6,1,2,1,0,0,40,34
28,2,6,4,13,4,4,1,0,0,30,34
19,4,7,4,0,1,4,0,0,0,40,34
20,2,4,4,6,2,4,1,0,0,40,34
37,2,5,2,7,5,1,0,0,0,40,15
69,2,7,2,0,0,4,1,0,0,20,34
51,2,5,4,7,4,2,0,0,0,40,34
29,2,4,2,4,0,4,1,0,0,40,34
19,2,6,4,7,2,2,0,0,0,20,34
33,1,6,2,13,0,4,1,0,0,40,34
39,4,6,2,13,0,4,1,0,0,70,34
46,0,7,4,7,2,2,1,0,0,40,34
17,2,8,4,5,3,4,1,0,0,15,34
62,2,5,4,8,1,2,0,1055,0,22,34
17,2,6,4,5,3,4,1,0,0,24,34
21,2,6,4,0,1,4,0,0,0,39,34
54,2,6,2,13,0,2,1,0,0,40,34
43,2,4,2,6,0,4,1,0,0,40,34
57,2,7,2,2,0,4,1,0,0,40,34
63,4,6,2,6,0,4,1,0,0,40,34
40,2,6,5,13,4,4,0,0,0,70,34
17,2,6,4,12,3,4,1,0,0,10,34
56,2,6,2,7,0,4,1,0,0,35,4
18,2,7,4,7,3,4,0,0,0,25,34
51,2,5,2,2,0,4,1,0,0,40,34
30,2,7,4,5,3,4,1,0,0,40,34
17,2,7,4,11,3,4,1,0,0,28,34
17,2,5,4,2,2,4,1,0,0,40,34
30,0,5,2,12,0,4,1,0,0,40,34
54,4,3,2,4,0,4,1,0,0,55,34
60,4,4,2,2,0,4,1,0,0,40,34
19,2,7,4,4,3,4,1,0,0,24,34
28,5,7,5,0,4,1,0,0,0,40,16
20,2,7,4,2,3,4,1,0,0,20,34
17,2,6,4,7,3,2,0,0,0,12,34
55,2,4,2,13,0,4,1,0,0,50,34
80,4,4,3,4,4,4,1,0,0,15,34
63,4,4,2,2,0,4,1,0,0,40,34
33,2,6,0,10,1,4,0,0,0,32,34
29,2,3,4,7,3,4,0,0,0,40,7
49,2,8,0,6,1,4,0,0,0,40,34
32,2,8,2,6,0,4,1,0,0,40,34
17,2,6,4,8,2,4,1,0,0,30,34
21,2,3,4,4,1,4,1,2176,0,36,22
34,0,8,2,1,0,4,1,0,0,40,34
19,2,8,4,7,3,4,1,0,0,16,34
19,2,7,4,7,2,4,1,0,0,20,34
31,2,5,2,5,0,2,1,0,0,48,34
19,2,7,4,5,3,4,1,0,0,25,34
61,2,7,6,5,1,4,0,0,0,30,34
18,3,8,4,4,3,4,1,0,0,10,34
62,2,7,4,6,2,4,1,0,0,50,34
88,4,7,2,4,0,4,1,6418,0,40,34
58,2,2,2,7,0,4,1,0,0,38,4
42,4,6,6,13,4,4,1,0,0,35,34
32,4,8,2,2,0,4,1,0,0,40,34
19,2,4,4,13,4,4,1,0,0,25,12
60,2,4,4,13,1,4,1,0,0,48,34
35,2,8,4,11,1,2,0,0,0,40,34
44,2,7,2,9,5,4,0,5178,0,36,34
30,4,4,2,4,0,4,1,0,0,40,22
61,2,8,2,7,5,4,0,0,0,40,34
29,2,6,4,7,3,4,1,0,0,40,34
24,2,8,4,11,1,4,1,0,0,40,34
20,2,8,4,0,3,4,0,0,0,20,34
18,2,6,4,7,3,4,0,0,0,28,34
41,2,8,0,0,1,0,1,0,0,40,34
26,2,5,4,7,1,4,1,0,0,35,34
70,2,6,6,2,4,4,1,0,0,45,34
19,2,8,4,6,3,4,1,0,0,40,34
18,2,8,4,7,3,2,0,0,0,32,34
56,2,7,0,2,1,4,1,0,0,49,34
36,4,6,2,4,0,4,1,0,0,60,34
17,2,7,4,11,3,4,1,0,0,30,34
18,2,7,4,5,3,4,1,594,0,30,34
55,2,5,2,12,5,4,0,0,0,23,34
40,2,2,4,7,1,4,1,0,0,45,7
36,2,6,5,5,4,4,0,0,0,40,34
54,2,2,5,8,2,4,0,0,0,40,22
74,2,2,2,13,0,2,1,0,0,20,34
31,4,5,2,2,0,4,1,0,0,40,34
45,4,6,2,2,0,4,1,0,0,70,34
42,2,4,2,2,0,4,1,0,0,40,34
31,2,7,5,7,1,4,1,0,0,38,29
58,2,4,4,5,1,4,0,0,0,33,34
64,2,3,6,7,1,2,0,0,0,16,34
55,2,6,2,7,0,2,1,2580,0,40,34
35,2,7,4,5,2,4,1,0,0,40,34
39,4,6,2,2,0,4,1,0,0,40,34
20,2,8,4,9,1,4,0,0,0,35,18
23,2,6,2,5,0,4,1,0,0,10,34
17,2,8,4,11,3,4,0,0,0,15,34
17,2,7,4,8,3,4,0,0,0,25,34
22,2,8,4,5,1,4,1,0,0,40,34
30,2,3,2,2,0,4,1,0,0,40,22
26,2,7,4,13,1,2,1,0,0,40,34
26,2,7,2,7,2,4,1,0,0,25,34
51,2,3,5,7,4,2,0,0,0,40,30
61,5,6,4,7,1,2,0,0,0,38,34
52,2,4,6,7,1,4,0,0,0,40,34
17,2,6,4,11,4,4,0,0,0,24,34
55,1,6,2,2,0,4,1,0,0,45,34
24,5,4,4,12,4,4,0,0,0,20,34
17,2,8,4,7,3,4,1,0,0,20,34
42,1,4,3,7,1,4,0,0,0,35,29
24,2,4,2,2,0,4,1,2635,0,38,34
27,2,5,4,2,2,4,1,0,0,40,22
17,2,7,4,11,1,4,0,0,0,20,34
57,4,4,6,4,4,4,1,0,0,40,34
19,2,7,4,7,3,4,1,0,0,40,34
31,2,7,2,11,5,4,0,0,0,20,34
18,2,7,4,13,3,4,1,0,0,20,34
46,2,5,0,13,1,4,1,0,0,40,34
50,2,3,2,5,0,4,1,0,0,40,22
18,4,7,4,2,3,4,1,0,0,40,34
46,2,4,4,7,3,4,1,0,0,52,34
54,1,6,2,0,0,4,1,0,0,40,34
44,2,7,2,0,0,4,1,0,0,40,34
25,2,7,4,0,1,4,0,0,0,40,34
18,2,7,4,11,3,4,0,0,0,20,34
38,2,5,2,2,0,4,1,0,0,40,34
29,2,7,5,11,1,4,0,0,2754,42,34
71,2,5,6,11,4,4,0,0,0,13,34
49,2,3,4,6,1,4,1,0,0,45,34
44,2,6,3,0,4,2,0,0,0,30,34
33,2,4,2,5,0,4,1,0,0,40,22
66,2,3,0,8,1,2,0,0,0,15,34
51,2,4,5,6,1,2,0,0,0,30,34
67,2,5,6,5,4,4,0,0,0,32,34
25,2,5,4,5,1,4,1,0,0,40,22
20,2,7,4,7,3,4,0,0,0,40,34
55,2,6,3,2,1,4,1,0,0,50,34
18,1,6,4,7,3,4,1,0,0,25,34
26,2,7,4,13,1,4,0,0,0,35,34
17,2,7,4,7,3,2,0,0,0,25,34
17,2,7,4,5,3,4,1,0,0,12,34
51,5,4,2,13,0,4,1,0,0,40,34
22,2,5,4,2,3,4,1,0,0,40,34
17,2,6,4,7,3,4,1,0,0,30,34
23,2,8,2,2,0,4,1,0,0,40,34
25,2,5,2,6,0,4,1,0,0,45,34
23,2,8,4,8,3,4,1,0,0,30,34
35,4,7,0,3,4,4,0,0,0,84,34
54,2,4,2,2,0,4,1,0,0,40,34
22,2,4,4,7,4,4,0,0,0,40,22
57,5,8,0,7,4,4,0,0,0,40,34
37,2,7,2,2,0,4,1,0,0,25,34
35,2,7,0,2,4,4,1,0,0,40,34
54,2,6,5,13,4,2,1,0,0,45,34
48,2,6,2,2,0,4,1,0,0,65,34
29,2,7,2,6,0,4,1,0,0,40,34
67,2,4,6,7,1,4,0,0,0,12,34
25,2,6,2,7,5,4,0,0,0,40,34
63,2,4,3,7,4,0,0,0,0,40,34
51,2,6,2,11,0,4,1,0,1977,40,34
23,2,6,4,7,1,4,0,0,0,40,34
65,2,6,0,7,1,2,1,0,0,64,34
90,2,7,4,5,3,4,1,0,0,40,34
33,2,5,2,5,0,4,1,0,0,40,34
51,2,7,4,7,1,2,0,0,0,40,34
49,2,5,2,5,0,4,1,0,0,45,34
71,0,6,2,0,0,4,1,0,0,40,34
29,2,6,4,2,1,4,1,0,0,40,22
17,2,7,4,7,3,4,1,0,0,12,34
54,2,1,2,2,0,1,1,0,0,40,16
34,2,6,2,2,0,4,1,0,0,40,34
31,2,3,4,6,1,4,1,0,0,45,22
34,2,7,4,13,4,4,1,0,0,40,34
19,5,8,4,13,3,2,1,0,0,20,34
27,2,5,5,2,1,4,1,0,0,40,34
26,2,7,4,6,4,4,1,6497,0,48,34
24,2,7,4,2,4,4,1,0,0,40,34
60,3,4,2,3,0,4,1,0,0,55,17
17,2,6,4,11,3,4,1,0,0,5,34
62,2,3,2,4,0,1,1,0,0,40,26
21,2,4,4,4,1,4,1,0,0,36,34
49,2,5,2,2,0,4,1,0,0,40,34
72,2,6,6,0,1,4,0,0,0,20,34
20,2,5,4,13,4,4,1,0,0,35,34
33,2,5,2,2,0,4,1,0,0,33,22
17,2,7,4,11,3,4,0,0,0,20,34
17,2,8,4,9,3,4,1,0,0,18,34
35,2,1,2,2,0,4,1,0,0,38,22
56,2,4,4,0,1,4,1,0,0,40,34
18,1,7,4,0,2,4,0,0,0,25,34
39,1,7,2,13,0,4,1,0,0,30,34
53,2,5,4,8,1,4,0,0,0,9,34
45,2,4,2,2,0,4,1,0,0,44,22
37,2,3,2,4,0,4,1,0,0,36,22
30,1,5,0,4,4,4,0,0,0,40,22
27,2,3,4,4,4,4,1,0,0,48,12
26,2,7,2,3,0,4,1,3411,0,40,34
55,2,6,2,13,0,4,1,0,0,50,34
33,2,7,4,5,3,2,1,0,0,40,34
28,2,4,0,7,4,4,0,0,0,50,34
17,2,6,4,7,3,4,1,0,0,20,34
50,2,7,2,3,0,4,1,0,0,50,34
35,2,3,4,4,4,4,1,0,0,36,34
37,2,6,0,2,4,4,0,0,0,40,34
40,2,1,2,7,0,4,1,0,1672,40,22
61,2,6,0,0,1,4,0,0,0,36,34
72,2,7,0,7,1,2,0,0,0,35,34
18,2,7,4,7,3,4,1,0,0,40,34
46,2,6,2,2,0,4,1,0,0,40,34
17,2,7,4,7,3,4,0,0,0,20,34
31,2,7,3,5,1,1,1,0,0,40,16
49,2,4,0,7,4,4,0,0,0,35,34
18,2,7,4,7,3,4,1,0,0,20,34
39,2,5,0,5,1,4,1,0,0,50,34
48,4,8,6,11,4,1,0,0,0,40,31
50,2,1,2,7,0,4,1,0,0,40,22
17,2,8,4,7,3,4,1,0,0,15,34
61,2,6,4,7,3,4,0,4416,0,38,34
19,2,8,4,2,3,4,1,0,0,47,34
33,2,1,4,4,1,4,1,0,0,40,22
57,2,3,0,7,1,1,0,0,0,37,34
26,2,8,4,11,2,2,1,0,0,51,34
46,2,7,5,6,1,4,0,0,0,40,34
45,2,7,4,2,1,4,1,0,0,40,29
53,2,3,2,6,0,4,1,0,0,40,34
37,2,2,0,7,4,4,0,0,0,35,22
36,2,8,4,5,3,4,1,0,0,40,34
27,2,4,4,7,2,4,1,0,0,35,12
48,2,7,2,6,0,2,1,0,0,40,34
31,5,8,2,12,5,4,0,0,0,40,34
21,2,7,4,7,4,4,1,0,0,40,34
17,0,7,4,0,1,2,0,0,1602,40,34
50,2,5,2,6,0,4,1,0,0,40,34
59,3,6,6,3,4,4,0,0,2559,50,34
24,2,7,4,5,1,4,1,0,0,40,34
56,2,4,4,4,4,2,0,0,0,20,34
33,2,6,5,11,4,4,0,0,0,38,34
25,2,7,2,6,0,4,1,0,0,40,34
51,2,6,0,0,2,4,0,0,0,30,34
55,2,7,3,7,4,2,0,0,0,40,19
35,2,7,2,4,0,4,1,0,0,40,34
31,2,4,0,5,2,4,1,0,0,70,34
55,2,2,0,8,4,4,0,0,0,30,4
17,2,8,4,7,3,4,0,0,0,16,34
23,2,5,4,6,2,4,1,0,0,35,22
30,2,7,4,7,3,4,0,0,0,19,34
52,2,4,2,7,0,4,1,0,0,48,4
47,2,3,2,6,0,4,1,0,0,40,34
46,2,6,0,13,1,4,1,0,0,50,34
47,1,7,3,2,1,2,1,0,0,40,34
50,2,7,2,2,0,4,1,0,0,40,34
42,3,4,0,2,4,4,1,0,0,25,34
48,2,2,2,0,0,4,1,0,0,52,5
20,2,5,4,11,3,4,0,0,0,40,34
18,3,7,4,4,3,4,1,0,0,70,34
17,2,6,4,7,3,4,1,0,0,15,34
27,2,3,4,8,1,4,0,0,0,65,8
35,2,7,4,6,1,4,0,0,0,40,34
26,2,6,4,0,1,4,0,2907,0,40,34
49,2,5,0,6,1,4,0,0,0,40,34
46,2,4,2,13,0,4,1,0,0,40,34
36,2,3,2,6,0,4,1,7298,0,40,22
49,2,3,2,2,0,4,1,0,0,40,34
26,2,3,4,4,2,2,1,0,0,40,22
30,2,8,2,4,0,4,1,0,0,44,34
