Age,Workclass,EdNum,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Country
41,2,12,2,3,5,4,0,0,0,50,38
28,0,10,2,0,0,4,1,0,0,40,38
37,2,11,0,11,4,4,0,0,0,40,38
45,1,10,2,10,0,4,1,0,0,40,38
22,2,9,2,8,5,4,0,4508,0,40,38
37,2,9,2,6,0,4,1,7298,0,40,38
39,2,9,4,6,3,4,0,0,0,35,38
28,2,10,4,11,1,4,0,0,0,40,38
42,2,9,2,6,0,4,1,0,1579,42,38
28,3,11,4,11,1,4,1,0,0,60,38
22,2,10,4,2,1,4,1,0,0,40,38
29,2,10,4,6,3,4,1,0,0,45,38
51,4,10,2,3,0,0,1,0,0,60,38
23,2,9,4,7,4,4,0,0,0,35,38
42,0,10,2,0,0,4,1,0,1887,40,38
72,4,10,2,4,0,4,1,0,0,74,38
29,2,10,2,12,0,4,1,0,0,50,38
32,2,9,2,13,0,4,1,0,0,40,38
42,0,11,0,9,4,0,0,0,0,40,38
46,2,9,0,11,2,4,0,0,0,40,38
21,2,10,4,6,1,4,1,0,0,44,38
24,2,10,4,2,3,4,1,0,0,60,1
38,2,9,2,2,0,4,1,0,1902,40,38
30,2,9,4,5,3,2,0,99999,0,40,38
20,2,10,4,0,3,4,0,0,0,35,38
50,2,9,2,2,0,4,1,7688,0,40,38
52,5,9,2,10,0,4,1,0,0,40,38
44,0,9,0,6,1,4,1,0,0,40,38
25,2,9,4,5,2,2,0,0,0,43,38
25,2,9,4,7,4,4,0,0,0,34,38
43,2,9,0,3,1,4,0,0,0,60,38
36,2,10,2,2,0,4,1,0,0,40,38
57,2,9,6,0,1,4,0,0,0,36,38
36,0,9,0,0,1,4,0,0,0,48,38
56,2,9,2,11,0,4,1,0,1977,40,38
40,4,9,0,3,1,2,1,0,0,50,38
39,2,9,0,9,1,4,0,4650,0,40,38
63,0,9,6,3,1,4,0,0,0,40,38
27,2,10,0,0,2,4,0,0,0,40,38
61,4,9,4,11,1,4,0,0,0,44,38
26,2,10,4,3,1,4,1,0,0,40,38
44,2,12,4,3,1,1,0,0,0,50,38
55,2,10,0,9,1,4,0,0,0,40,38
19,4,10,4,4,3,4,1,0,0,50,38
47,4,10,2,12,0,2,1,0,0,40,38
33,1,9,4,7,3,4,1,0,0,8,38
21,2,10,4,11,2,4,0,0,0,40,30
24,2,12,4,2,3,4,1,0,0,40,38
40,2,10,2,11,0,4,1,0,0,60,32
34,4,9,0,3,1,4,1,0,0,60,38
21,2,10,4,11,3,4,1,0,0,40,38
26,2,9,6,0,4,4,0,0,0,20,38
44,4,9,2,11,0,2,1,0,0,70,22
58,4,9,2,3,5,4,0,0,0,10,38
26,2,10,1,10,0,4,1,0,0,40,38
49,2,10,2,6,0,4,1,0,0,40,38
29,2,12,4,8,1,4,0,0,0,50,38
51,2,9,6,5,1,4,1,0,0,30,38
53,2,9,2,13,0,4,1,0,0,48,38
42,2,9,0,0,4,4,0,0,0,35,38
22,5,10,4,9,3,4,1,0,0,10,38
41,4,12,2,2,0,4,1,0,1887,40,38
62,2,9,2,3,0,4,1,0,0,50,38
27,2,9,2,2,0,4,1,0,0,40,38
48,2,9,0,2,4,4,0,0,0,40,38
42,2,9,2,5,0,4,1,0,0,40,38
24,2,10,4,3,3,4,1,0,0,40,38
48,2,10,0,3,4,4,0,0,0,40,38
47,2,12,6,7,3,4,0,0,0,35,38
19,2,10,4,7,3,4,0,0,0,20,38
23,2,10,4,7,1,4,0,0,0,20,38
22,2,9,4,7,4,4,0,0,0,40,38
23,2,9,2,6,5,4,0,3942,0,40,38
58,2,9,4,7,2,4,1,0,0,25,38
23,2,9,4,7,1,4,0,0,0,20,38
29,4,9,4,2,1,4,1,0,0,50,38
27,2,9,2,5,0,2,1,0,0,40,38
38,2,9,4,13,1,4,0,0,0,40,38
39,5,12,0,9,1,4,0,0,0,40,38
39,2,9,2,2,0,4,1,0,0,40,38
32,2,9,0,7,1,2,0,0,0,16,38
33,2,10,4,2,1,2,1,0,0,40,38
19,2,9,4,0,3,4,1,0,0,50,38
28,2,9,4,7,2,4,1,0,0,40,25
35,0,10,4,7,4,2,0,0,0,40,38
52,3,10,2,0,5,4,0,0,0,40,38
36,2,12,2,2,0,4,1,0,0,45,38
23,2,10,2,0,5,4,0,0,0,40,38
61,2,9,0,13,1,4,1,0,0,40,38
27,2,9,2,0,0,4,1,0,0,39,38
34,2,10,4,2,1,4,1,0,0,40,38
25,4,10,4,7,1,4,0,0,0,22,38
26,2,9,4,7,1,4,0,0,0,35,38
22,2,10,4,0,3,4,1,0,0,12,38
20,5,12,4,7,3,4,1,0,1719,20,38
66,2,9,2,7,0,2,1,0,0,4,38
36,3,9,4,3,1,4,1,0,0,55,38
68,3,12,2,11,0,4,1,9386,0,70,10
40,2,9,4,2,1,4,1,0,0,40,38
37,0,9,0,5,4,4,1,0,0,40,38
62,2,10,4,6,1,2,0,0,0,40,38
33,2,9,2,6,0,4,1,0,0,40,38
27,2,10,4,6,1,4,0,0,0,40,38
47,1,10,0,0,1,4,0,0,0,72,38
49,3,10,2,2,0,1,1,0,0,56,38
19,2,9,4,9,1,4,0,0,0,40,38
30,2,9,2,13,0,4,1,0,0,40,38
48,4,10,2,2,0,4,1,0,0,40,38
46,2,9,2,11,0,4,1,5013,0,50,38
39,4,9,2,4,0,4,1,0,0,60,38
31,2,10,0,3,4,4,0,5455,0,60,38
28,2,10,4,3,1,4,1,2174,0,55,38
34,2,11,3,0,4,4,0,0,974,40,38
28,2,10,2,2,0,4,1,0,0,40,38
29,1,9,4,7,3,4,1,0,0,20,38
21,2,9,2,0,5,4,0,0,0,19,38
35,2,9,2,3,0,4,1,5178,0,40,38
46,5,9,0,3,1,4,1,0,0,40,38
53,2,10,2,13,0,4,1,0,0,40,38
26,2,9,4,2,3,4,1,0,0,40,38
32,2,9,2,13,3,4,1,0,0,72,25
32,2,10,4,12,1,4,1,0,0,40,38
24,2,11,2,2,0,4,1,0,0,40,38
59,2,9,2,13,0,4,1,0,0,50,38
19,2,9,4,6,3,4,0,0,0,34,38
34,2,9,0,0,1,2,1,0,0,42,38
56,2,9,2,7,0,4,1,0,0,40,38
70,1,9,2,11,0,4,1,0,0,40,38
31,2,9,2,0,5,4,0,0,0,37,38
21,2,9,4,4,3,4,1,0,0,24,38
26,2,10,4,11,1,2,0,0,0,37,38
27,2,10,4,9,1,4,1,0,0,40,38
55,0,9,2,0,0,4,1,0,0,46,38
28,1,10,4,0,2,2,1,0,0,40,13
21,2,10,4,11,3,4,0,0,0,35,38
19,2,10,4,7,3,4,0,0,0,40,38
46,2,9,2,11,0,4,1,0,0,40,38
32,2,12,2,5,0,4,1,0,0,40,38
30,2,9,2,6,2,4,1,0,2057,48,38
27,2,10,4,2,1,4,1,0,0,40,38
28,2,9,4,0,4,4,0,0,0,20,38
24,2,9,4,11,1,4,0,0,0,50,38
26,2,12,4,2,1,4,1,0,0,40,38
31,2,10,5,11,1,4,1,2174,0,52,38
30,2,9,4,7,3,4,1,0,0,10,38
54,2,9,2,13,0,4,1,0,0,60,38
46,4,9,2,11,0,4,1,0,0,40,38
34,2,9,2,12,5,4,0,0,0,32,38
23,2,10,4,6,3,2,0,0,0,40,38
19,2,10,4,9,3,4,0,0,0,15,38
26,2,9,2,3,0,4,1,0,0,52,38
34,2,9,2,2,0,4,1,0,0,44,38
41,2,9,4,9,1,4,0,0,0,40,38
23,2,10,4,5,3,0,1,0,0,40,38
29,2,10,5,7,4,2,0,0,0,40,38
40,4,10,2,12,0,4,1,0,0,50,38
33,3,10,4,3,1,4,0,0,0,60,38
38,3,10,2,2,0,4,1,0,0,38,38
28,2,9,4,13,1,4,0,0,0,40,38
45,2,9,0,0,4,4,0,0,0,38,38
20,2,10,4,0,1,4,0,0,0,40,38
49,2,10,2,11,0,4,1,0,0,44,38
38,0,10,0,3,4,4,0,0,0,38,38
52,2,9,2,5,0,2,1,0,0,40,38
22,2,10,4,11,1,4,0,0,0,40,38
28,2,9,4,6,4,4,0,0,0,40,12
35,2,9,2,2,0,4,1,0,0,40,38
52,1,10,6,0,1,4,0,0,0,24,38
40,2,9,2,9,5,4,0,5178,0,40,38
21,2,9,4,0,1,4,0,0,0,40,38
44,2,10,2,5,0,4,1,0,0,60,38
23,2,12,2,4,5,4,0,0,0,45,10
60,2,10,2,5,0,4,1,0,0,40,38
21,2,10,4,11,2,4,1,0,0,40,38
24,2,11,4,11,1,4,0,0,0,40,38
31,2,11,0,6,4,4,1,0,0,43,38
21,2,10,4,11,3,4,0,0,0,13,38
20,2,10,4,7,3,4,0,0,0,25,38
29,2,9,4,2,3,4,1,0,0,40,38
31,2,9,2,11,0,4,1,2829,0,40,38
42,2,10,4,6,1,4,0,0,0,40,38
42,1,9,2,10,0,4,1,0,0,40,38
41,2,9,0,2,1,4,1,0,0,40,38
32,2,9,0,3,1,4,1,0,0,60,38
28,2,12,4,0,1,2,0,0,0,38,38
54,2,9,2,3,0,4,1,0,0,40,38
41,2,10,2,11,0,4,1,0,0,51,38
35,2,10,4,3,1,4,0,0,0,50,38
23,5,10,4,0,3,4,0,0,0,20,38
43,2,9,2,5,0,4,1,3908,0,40,38
27,2,10,4,7,1,4,1,0,0,24,38
23,2,9,4,3,1,2,1,0,0,45,38
42,2,10,2,2,0,4,1,0,0,89,38
21,2,9,4,0,3,4,0,0,0,25,38
41,5,9,5,5,4,4,1,0,0,40,38
42,1,9,2,10,0,4,1,0,0,90,38
47,2,10,5,9,1,4,0,0,0,50,38
34,2,10,2,6,0,2,1,0,2057,35,38
44,0,10,0,3,4,4,1,0,0,60,38
48,2,11,2,5,0,4,1,5013,0,40,38
43,2,10,4,0,1,4,0,0,0,40,38
31,2,10,4,7,1,4,0,0,0,20,38
33,2,9,2,2,0,4,1,0,0,40,38
44,2,10,2,12,0,4,1,0,0,40,38
41,2,9,0,6,3,4,1,0,0,40,38
59,0,10,2,0,0,4,1,0,0,43,38
25,2,9,4,2,3,4,1,0,0,40,38
41,0,9,2,12,0,4,1,0,0,40,38
33,2,9,4,0,1,4,0,0,0,50,38
46,2,9,0,2,1,4,1,0,0,40,38
38,1,10,2,12,0,4,1,0,0,40,38
26,2,10,2,6,0,2,1,0,0,40,38
53,4,10,2,4,0,4,1,0,0,30,38
34,2,9,2,13,0,4,1,0,0,40,38
46,2,10,2,6,0,4,1,0,1628,40,38
39,2,10,2,6,0,4,1,0,0,40,38
28,4,9,0,3,1,4,0,0,0,40,38
27,2,11,2,0,5,4,0,0,0,35,38
61,2,9,0,7,2,4,0,0,0,99,38
55,2,9,2,7,0,4,1,0,0,40,38
21,2,11,4,10,1,4,1,0,0,40,38
39,2,10,2,2,0,4,1,0,0,50,38
39,2,9,2,11,0,4,1,15024,0,50,38
19,2,12,4,3,1,4,0,0,0,50,38
27,2,10,4,11,3,4,1,0,0,42,38
44,2,9,2,0,0,4,1,0,0,40,38
50,2,9,0,0,4,4,0,0,0,40,8
47,2,9,2,13,0,4,1,0,0,35,38
48,1,11,2,10,0,0,1,0,0,40,38
44,2,10,2,11,0,4,1,0,0,45,38
36,1,9,4,7,1,4,1,0,0,40,38
30,2,10,2,7,5,4,0,0,0,6,38
30,2,9,2,13,0,4,1,0,0,40,38
38,2,9,0,0,1,4,0,0,0,35,38
50,2,12,2,0,0,4,1,0,0,60,3
53,2,9,2,6,0,4,1,0,0,40,38
25,2,9,4,5,1,4,1,0,0,47,38
22,5,10,4,9,1,4,0,0,0,16,38
31,2,9,2,3,0,4,1,0,0,40,38
55,2,9,0,0,1,4,0,0,0,40,38
57,0,9,2,13,0,4,1,0,0,40,38
41,2,9,0,11,4,4,0,0,0,40,38
32,2,9,2,3,0,4,1,0,1672,60,38
21,2,10,4,6,3,4,1,0,0,20,38
68,4,9,4,11,1,4,1,0,0,24,38
27,2,10,4,0,1,4,0,0,0,40,38
42,2,9,4,13,3,4,1,0,0,40,38
27,2,10,0,0,4,2,0,0,0,40,38
53,2,9,2,0,0,4,1,0,0,40,38
44,2,9,6,3,4,2,0,0,0,40,38
27,2,9,4,7,3,4,1,0,0,20,38
36,2,9,2,13,0,2,1,0,0,45,38
61,2,11,2,2,0,1,1,0,0,40,38
37,2,9,2,11,0,4,1,15024,0,60,38
38,2,9,2,2,0,4,1,0,0,40,38
50,2,10,0,2,1,4,1,4650,0,22,38
24,2,10,4,7,1,4,1,0,0,35,38
19,4,10,4,7,3,4,0,0,0,25,38
31,2,9,0,0,1,4,0,0,0,40,38
24,2,10,4,7,4,4,0,0,0,30,23
26,2,9,2,6,0,4,1,0,0,40,38
34,2,9,4,0,1,4,0,0,0,40,38
29,2,9,2,0,5,4,0,0,0,20,38
19,2,9,4,6,3,4,1,0,0,24,38
28,2,11,2,9,5,4,0,0,0,5,38
35,2,12,2,3,0,4,1,0,0,99,38
39,4,9,4,11,2,4,0,0,0,4,38
68,2,9,6,8,1,4,0,0,0,6,38
21,2,10,4,11,3,4,0,0,0,25,38
30,2,10,2,11,0,4,1,0,0,50,38
48,2,9,0,6,1,4,1,0,0,40,38
38,5,9,4,7,4,2,0,114,0,38,38
27,2,10,4,0,1,4,0,0,0,40,38
66,2,9,2,11,0,4,1,0,0,50,38
47,2,10,4,11,1,4,1,0,0,70,38
25,2,10,4,12,1,4,1,2174,0,40,38
54,2,10,2,0,0,4,1,0,0,40,38
22,2,10,4,9,1,4,0,0,0,35,38
20,2,10,4,0,3,4,0,0,0,10,38
60,0,9,4,0,1,2,0,0,0,40,38
28,3,9,4,3,3,4,1,0,0,40,38
22,2,10,2,7,0,4,1,0,0,35,38
22,2,10,4,11,3,4,0,0,0,15,38
43,2,9,2,2,0,4,1,0,0,40,38
29,2,9,4,5,1,4,1,0,1408,40,38
45,1,10,2,2,0,4,1,0,1887,40,25
35,4,9,0,2,1,4,1,0,0,50,38
44,2,12,2,3,0,4,1,4386,0,45,38
23,2,10,4,5,3,4,1,0,0,15,38
44,3,10,2,3,0,4,1,0,0,50,38
38,2,9,4,9,1,4,1,0,0,40,38
36,4,9,2,4,0,4,1,0,0,84,38
30,2,9,0,5,2,4,1,0,0,40,38
20,2,10,4,12,1,4,0,0,0,40,38
35,2,9,0,0,1,4,0,0,0,45,38
41,0,10,2,0,0,4,1,0,0,40,38
41,3,11,2,3,0,2,1,0,0,40,38
19,2,10,4,5,3,4,1,0,0,20,38
37,2,11,0,9,4,4,0,0,0,38,38
37,2,12,4,0,1,4,0,0,0,40,38
60,2,10,2,10,0,4,1,0,0,16,38
20,2,9,4,4,3,1,1,0,0,40,38
38,2,9,5,0,4,4,0,3887,0,45,38
20,2,10,4,7,3,4,1,0,0,15,38
34,2,10,2,3,0,4,1,0,0,45,38
55,2,10,2,13,0,2,1,0,0,35,38
37,2,9,2,6,0,4,1,0,0,40,38
24,2,9,4,2,3,4,1,0,0,50,38
27,2,9,4,5,2,4,1,0,0,28,12
21,1,10,4,9,3,4,0,0,0,25,38
36,2,9,0,0,4,4,0,0,0,40,38
48,2,10,5,0,2,2,0,0,0,40,38
23,2,12,4,9,1,4,0,0,0,35,38
35,1,10,2,10,0,4,1,0,0,61,38
46,0,10,4,0,4,2,0,0,0,40,38
26,2,10,4,3,1,4,0,0,0,40,38
43,2,10,0,9,4,4,0,0,0,38,38
24,0,10,4,0,1,2,0,0,0,41,38
37,2,10,4,0,1,4,0,0,0,60,38
30,2,9,0,2,4,4,1,0,0,55,38
46,2,11,4,13,1,4,1,0,0,50,38
63,1,9,2,3,5,4,0,0,0,32,38
19,2,10,4,7,3,4,1,0,0,14,38
38,5,10,2,13,0,2,1,0,0,65,38
21,2,9,4,2,1,4,1,0,0,40,38
81,2,10,0,0,1,4,0,0,0,20,38
29,5,9,4,0,1,4,0,0,0,40,38
39,2,10,2,2,3,1,1,0,0,40,38
58,2,9,2,5,0,2,1,0,0,20,38
34,2,9,2,6,0,4,1,0,0,40,38
38,0,9,0,2,4,4,1,0,0,40,38
23,4,9,4,4,1,4,1,0,0,25,25
38,2,10,5,7,1,4,0,4650,0,72,38
44,0,9,2,13,0,2,1,0,0,60,38
50,2,9,0,0,1,4,0,0,0,40,38
41,4,11,2,7,5,4,0,3103,0,40,38
46,5,9,4,7,4,2,0,0,0,40,38
25,2,9,4,2,1,4,1,0,0,35,38
35,2,10,2,2,0,4,1,0,0,50,38
35,2,9,0,11,1,4,0,0,0,40,38
54,4,9,2,13,0,4,1,0,0,15,38
59,4,10,2,2,0,4,1,0,0,20,38
19,2,10,4,0,3,4,0,0,0,20,38
52,4,9,2,2,0,4,1,0,0,55,38
37,2,10,2,2,0,4,1,0,0,40,38
29,4,9,2,4,0,4,1,0,0,70,38
41,0,10,0,0,2,0,0,0,0,38,38
42,4,9,2,13,0,4,1,0,0,96,38
37,2,10,2,2,0,4,1,0,0,40,38
26,2,9,4,2,2,4,1,0,0,40,38
52,2,9,2,6,0,4,1,0,0,20,38
29,2,9,4,6,4,2,0,0,0,30,38
25,4,9,4,9,1,4,1,0,0,40,38
38,2,9,2,2,0,4,1,0,0,40,38
41,4,10,6,4,4,4,1,0,0,40,38
22,2,9,4,6,3,4,1,0,0,40,25
21,2,10,4,0,3,4,0,0,0,20,38
47,3,9,2,2,0,4,1,0,0,40,38
35,2,10,4,2,1,4,1,0,0,45,10
22,2,10,4,7,1,4,1,0,0,35,38
36,2,9,0,5,1,4,1,0,0,40,25
52,5,10,5,10,4,4,1,0,0,40,38
29,2,9,4,2,4,2,1,0,0,40,38
22,2,9,4,11,4,4,0,0,0,40,38
28,2,9,4,7,1,4,1,0,0,32,38
34,5,9,5,7,1,4,0,0,0,40,38
23,2,10,4,0,3,4,0,0,0,40,38
44,2,10,4,0,1,2,0,0,0,40,38
41,2,9,5,7,4,4,0,0,0,40,25
29,2,10,4,3,1,4,0,0,0,40,38
40,3,10,2,4,0,4,1,0,0,50,38
43,4,9,2,0,5,4,0,0,0,20,38
23,2,10,4,7,3,4,0,0,0,40,38
31,2,10,2,2,0,4,1,0,0,25,38
50,2,9,2,6,0,2,1,0,0,50,37
43,2,10,2,3,0,4,1,0,0,49,38
49,2,10,2,0,0,4,1,0,1902,50,38
31,2,10,4,9,1,4,1,0,0,40,38
25,2,9,2,12,2,4,0,0,0,48,38
41,0,9,2,0,0,4,1,5178,0,40,38
25,2,9,4,6,1,2,1,0,0,28,38
58,2,9,2,11,0,4,1,0,0,40,38
37,2,9,2,3,0,4,1,0,0,46,38
39,5,10,4,13,3,2,1,0,0,40,38
30,2,9,2,6,0,4,1,0,0,40,38
51,2,9,4,0,1,2,0,0,0,40,38
42,2,9,0,2,1,4,1,0,0,43,38
35,2,9,2,13,0,4,1,2885,0,40,38
35,2,9,0,2,1,4,1,0,0,40,38
31,2,10,4,10,1,4,1,0,0,40,38
49,3,10,2,11,0,4,1,0,0,60,38
45,2,11,2,9,0,4,1,0,0,24,38
36,5,9,5,7,3,4,0,0,0,32,38
24,2,9,4,11,4,4,0,0,0,50,38
29,2,9,2,2,0,1,1,0,0,40,38
28,2,9,2,2,0,4,1,0,0,40,38
42,4,9,2,4,0,1,1,0,0,40,0
18,2,9,4,0,3,4,1,0,0,40,38
50,2,11,2,7,5,2,0,0,0,40,38
35,1,11,2,10,0,4,1,0,0,42,38
45,1,10,0,0,4,2,0,0,0,40,38
37,2,9,4,7,3,0,1,0,0,18,38
26,2,10,4,3,4,2,0,0,0,40,38
55,2,10,2,3,0,4,1,0,1902,40,38
20,2,10,4,9,1,3,0,0,0,20,38
44,2,12,2,11,0,4,1,0,0,40,38
27,2,9,0,12,1,4,0,0,0,45,38
30,2,9,4,9,1,4,1,0,0,35,38
25,5,10,4,13,1,2,1,0,0,40,38
21,2,10,4,11,3,1,1,0,0,20,39
36,2,10,0,0,1,4,1,0,0,40,38
33,2,9,4,11,3,4,0,0,0,20,38
37,2,11,2,13,0,4,1,15024,0,50,38
31,2,9,3,5,1,4,1,0,0,40,25
40,2,11,2,3,0,4,1,0,0,50,38
49,4,10,2,3,0,4,1,0,0,40,38
46,2,10,2,4,5,4,0,0,0,20,38
22,2,10,4,11,3,4,1,0,0,24,38
18,2,10,4,7,3,4,1,0,0,20,38
32,2,9,2,4,0,4,1,0,0,65,38
35,2,12,2,7,5,4,0,0,0,35,38
30,2,9,2,5,0,4,1,0,0,40,38
23,2,9,4,0,3,2,0,0,0,40,38
38,2,9,2,2,0,2,1,4386,0,48,38
23,2,9,4,0,3,4,0,0,0,40,38
52,2,10,0,9,1,4,1,0,0,40,38
28,2,9,4,7,1,2,1,0,0,40,38
35,2,10,0,7,4,4,0,0,0,40,38
23,2,9,4,11,3,2,1,0,0,20,38
38,4,12,2,11,0,4,1,0,0,60,38
64,4,10,2,11,0,4,1,0,0,35,38
67,3,9,2,13,0,4,1,0,0,40,38
39,0,10,2,0,2,4,1,0,0,45,38
31,2,9,4,4,4,4,1,0,0,45,38
25,2,9,2,0,2,4,1,0,0,40,38
51,2,9,2,2,0,4,1,0,0,40,7
50,2,10,0,2,1,2,0,0,0,45,38
49,2,10,2,0,0,4,1,0,0,40,38
36,2,9,2,2,0,4,1,7298,0,40,38
19,2,9,4,7,3,4,0,0,0,40,38
20,2,10,4,12,1,4,0,0,0,10,1
20,2,10,4,5,3,4,1,0,0,40,38
30,2,9,5,0,4,4,0,0,0,40,38
29,2,9,0,2,1,4,1,0,0,60,38
32,2,10,4,0,1,4,0,4101,0,50,38
61,2,10,0,11,1,4,0,0,0,40,38
33,2,9,4,6,1,4,1,0,0,40,38
67,2,9,2,5,0,4,1,0,0,30,38
24,2,10,4,7,3,4,1,0,0,40,38
37,2,9,2,9,0,4,1,0,0,50,38
41,2,9,2,13,0,4,1,0,0,50,38
19,2,9,4,7,1,4,0,0,0,30,38
22,2,10,4,9,3,4,1,0,0,40,38
51,2,9,2,2,0,4,1,0,0,50,38
26,2,9,4,5,3,4,1,0,0,40,38
32,2,9,4,5,1,4,0,0,0,45,38
43,2,9,2,5,0,4,1,0,0,40,38
53,0,10,0,4,1,4,1,0,0,40,38
29,2,9,4,5,3,4,1,0,0,25,38
50,2,9,0,3,4,4,0,0,0,38,38
32,2,9,2,2,0,4,1,0,0,48,38
33,2,9,4,4,1,4,1,0,0,40,38
19,2,9,4,0,1,4,0,0,0,25,38
29,2,9,2,13,0,4,1,0,0,70,38
66,2,10,2,11,0,4,1,0,0,28,38
55,2,10,2,11,0,4,1,0,0,50,38
19,2,9,4,11,4,2,1,0,0,30,13
33,2,10,2,3,0,4,1,7298,0,40,38
31,2,10,2,0,5,4,0,0,1740,20,38
20,2,9,4,11,3,4,1,0,0,40,38
19,2,9,4,7,3,4,0,0,0,30,38
50,2,10,2,2,0,4,1,0,1887,35,38
25,1,9,0,0,1,4,0,0,0,40,38
48,2,9,4,3,1,4,0,0,0,50,38
55,2,9,0,6,1,4,0,0,0,40,38
23,2,9,4,13,4,4,1,0,0,50,38
56,5,10,0,0,1,4,0,0,2339,40,38
46,2,10,2,11,0,4,1,0,0,8,38
26,2,10,2,2,0,4,1,0,0,40,38
66,4,9,6,12,1,4,0,0,0,45,38
39,2,9,2,13,0,4,1,0,0,65,38
43,2,10,2,13,0,4,1,0,0,60,38
59,0,9,2,11,5,4,0,0,0,40,38
23,2,10,4,3,3,4,1,0,0,45,38
43,2,9,2,2,0,4,1,0,0,70,38
27,2,10,0,7,4,2,0,0,0,37,38
65,4,10,2,3,0,4,1,0,2174,10,38
39,4,11,2,4,0,4,1,0,0,60,38
30,2,10,2,6,0,4,1,0,0,40,38
38,2,9,4,7,4,2,0,0,0,24,38
23,2,12,4,9,3,4,1,0,0,40,38
51,3,9,2,7,0,4,1,0,0,30,38
44,1,10,0,9,4,4,0,0,0,25,38
42,2,9,0,0,4,4,0,3325,0,40,38
32,2,9,2,2,0,4,1,0,0,40,38
29,2,9,4,2,2,4,1,0,0,40,38
21,2,9,4,7,1,2,1,0,0,40,13
35,2,10,2,3,0,4,1,15024,0,60,38
38,2,10,2,7,0,4,1,0,0,40,38
73,4,9,2,4,0,1,1,0,2457,40,39
57,4,9,2,2,0,4,1,0,0,50,38
35,2,11,2,3,0,4,1,7298,0,50,38
48,4,9,2,4,0,4,1,0,0,98,38
52,2,9,0,8,4,2,0,0,0,24,38
25,2,9,4,13,1,4,1,0,0,78,38
31,2,10,2,11,5,2,0,0,0,40,38
27,2,9,4,3,1,4,1,0,0,48,38
53,2,10,5,7,3,4,0,0,0,39,38
27,2,11,3,12,3,4,0,0,0,40,38
32,2,9,0,0,4,4,0,0,0,45,38
19,2,10,4,0,3,4,0,0,0,15,38
52,2,9,2,13,0,2,1,0,0,99,38
31,2,9,2,2,0,4,1,0,0,55,38
36,2,9,2,2,0,4,1,0,0,40,38
26,2,9,5,11,4,2,0,0,0,37,38
26,2,9,2,11,0,4,1,0,0,40,38
21,2,10,4,6,3,4,0,0,0,40,38
21,2,10,4,7,3,4,0,0,0,30,38
