Age,Workclass,EdNum,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Country
40,4,15,2,9,5,4,0,15024,0,40,37
23,2,13,4,11,1,4,1,0,0,50,37
34,5,13,2,0,0,4,1,0,0,20,20
44,1,14,0,9,4,4,0,0,0,40,37
39,2,13,0,3,1,4,0,0,0,25,37
47,2,13,2,11,0,4,1,0,0,70,37
48,5,13,2,3,0,4,1,5178,0,40,37
44,2,13,2,11,0,4,1,0,0,50,37
36,2,13,2,3,0,4,1,7298,0,50,37
31,2,13,0,3,1,4,1,4650,0,45,37
90,2,14,4,3,1,2,1,0,0,50,37
47,2,14,4,9,1,4,0,0,0,35,37
37,3,14,0,9,1,2,1,4787,0,40,37
24,2,13,4,11,3,4,0,0,0,35,37
34,5,13,4,9,1,4,1,0,0,45,37
46,2,13,4,7,1,4,1,0,0,40,37
47,2,13,0,7,1,4,0,99999,0,40,37
28,2,13,2,3,0,4,1,0,0,50,37
45,4,14,4,9,1,4,0,0,0,60,37
54,2,13,2,3,0,4,1,0,0,45,37
46,2,13,4,11,1,4,0,0,0,35,37
33,2,13,2,3,0,4,1,0,0,45,37
25,2,13,4,11,1,4,1,0,0,40,37
42,2,14,2,3,0,4,1,0,2415,55,37
47,3,14,2,11,0,4,1,0,0,50,37
48,5,14,6,9,4,4,0,0,0,40,37
41,2,16,4,6,1,4,0,0,0,40,37
43,5,13,4,9,3,4,1,99999,0,60,37
38,2,14,2,3,0,4,1,99999,0,70,37
32,5,13,2,10,0,4,1,0,1887,45,37
49,4,13,4,11,1,4,1,0,0,45,37
27,2,13,4,7,1,4,1,0,0,35,37
43,1,14,2,3,0,4,1,0,1902,50,37
44,1,13,4,9,3,4,1,0,0,60,37
38,2,13,2,3,0,4,1,0,0,50,37
37,2,14,2,3,0,4,1,0,0,55,7
39,2,14,4,9,3,4,0,0,0,40,37
23,2,13,4,0,3,4,0,0,0,40,37
37,2,14,2,3,0,4,1,0,0,60,37
61,3,14,2,11,0,4,1,0,0,40,37
48,1,13,2,9,0,4,1,0,0,40,37
41,2,16,0,11,4,4,0,0,0,50,37
46,2,13,0,3,1,4,1,0,0,40,1
28,1,13,0,9,1,4,0,0,0,40,37
44,2,16,2,3,0,1,1,15024,0,40,22
52,3,15,2,9,0,4,1,0,0,40,37
59,2,13,2,11,0,4,1,0,0,37,37
33,2,13,2,3,0,4,1,0,0,55,37
52,4,15,2,9,0,4,1,0,0,50,37
31,2,13,4,12,1,4,1,0,0,45,37
50,4,15,0,11,1,4,1,0,0,50,37
40,2,13,2,3,0,4,1,0,1977,60,37
37,2,13,2,0,0,4,1,0,0,40,37
57,0,13,2,12,0,4,1,0,0,48,37
37,2,13,2,11,0,4,1,0,0,50,37
30,2,14,2,9,0,4,1,0,0,47,37
29,2,13,2,11,0,4,1,0,0,40,37
35,2,14,4,9,1,4,1,0,0,45,37
46,2,13,5,9,4,2,0,0,0,32,21
38,2,16,2,3,5,4,0,99999,0,36,37
52,1,13,2,0,5,4,0,0,0,40,37
48,2,13,3,9,2,1,0,0,0,36,28
65,2,15,3,2,1,4,1,0,0,48,16
33,1,13,4,0,1,4,0,1055,0,40,37
29,2,13,4,2,1,4,1,0,0,40,37
37,2,13,4,0,1,4,0,0,0,40,37
30,2,13,2,3,0,4,1,0,0,50,37
27,2,13,2,2,0,4,1,0,0,40,37
36,2,14,2,3,0,4,1,0,0,40,37
47,1,14,2,9,0,4,1,0,0,40,37
32,2,13,2,11,0,4,1,0,1977,45,37
34,2,13,2,3,0,4,1,0,0,40,37
47,1,14,2,9,0,4,1,0,1887,50,37
56,2,13,2,0,0,4,1,0,0,30,1
33,2,13,2,3,0,4,1,0,0,50,37
47,4,13,2,4,0,4,1,0,0,60,37
46,2,14,4,3,1,4,1,4787,0,60,37
28,2,13,4,9,1,4,1,0,0,50,37
52,2,14,2,12,0,4,1,0,0,45,37
52,0,14,2,3,0,4,1,5013,0,40,37
81,2,13,2,0,0,4,1,0,0,4,37
51,1,14,2,9,0,4,1,0,0,54,37
26,2,13,4,3,3,4,0,0,0,40,37
25,2,13,4,11,1,4,0,0,0,40,37
27,2,16,4,0,3,4,0,0,0,40,37
37,0,13,2,0,0,4,1,0,0,40,37
37,2,13,4,0,1,4,0,0,0,35,37
60,1,13,6,9,4,4,0,0,0,60,37
56,2,15,2,9,0,4,1,0,0,45,37
41,5,13,2,0,0,4,1,0,0,50,37
44,2,13,2,3,0,2,1,0,0,50,37
46,2,13,0,11,4,2,0,0,0,35,37
58,2,15,0,12,4,4,1,0,0,40,37
45,1,13,2,3,0,4,1,0,1977,50,37
39,2,13,2,12,0,4,1,15024,0,40,37
35,0,13,5,12,4,4,1,0,0,40,37
43,2,13,2,2,0,4,1,0,0,48,37
25,2,14,4,3,1,4,0,0,0,43,37
37,2,13,0,3,1,4,0,0,0,40,37
36,1,14,2,9,5,4,0,0,0,60,37
26,2,13,4,0,3,4,1,0,0,24,37
30,2,14,2,9,0,1,1,0,1887,45,18
29,2,13,2,11,0,4,1,0,0,40,37
38,1,13,2,10,0,1,1,0,0,40,28
27,2,13,4,11,1,4,1,0,0,45,37
60,2,13,2,9,0,4,1,4386,0,84,37
42,2,14,4,9,1,4,0,8614,0,50,37
39,4,13,2,11,0,4,1,0,0,60,37
46,0,13,2,9,0,4,1,0,0,40,37
36,2,13,4,7,1,4,0,0,0,40,37
49,2,14,0,11,1,4,1,4787,0,45,37
50,2,13,2,4,0,4,1,0,0,45,37
45,1,14,0,9,4,4,0,0,0,42,37
38,3,13,2,9,0,4,1,0,0,70,37
23,2,13,4,3,3,4,0,0,0,45,37
32,2,14,4,9,1,4,0,0,1590,40,37
29,2,13,2,7,0,4,1,0,0,40,37
47,2,15,2,3,0,4,1,99999,0,40,37
39,2,13,4,11,1,4,1,0,1876,50,37
53,2,13,0,2,1,1,0,0,0,40,28
42,3,16,2,9,0,4,1,0,1977,60,37
27,2,13,4,9,1,4,0,0,0,50,37
32,2,14,2,3,0,4,1,0,0,40,37
46,2,13,2,3,0,4,1,0,0,51,37
40,2,13,2,9,5,4,0,0,0,5,37
47,0,13,2,0,0,4,1,0,0,45,10
54,2,14,2,3,5,4,0,0,0,55,37
25,2,13,0,11,1,4,0,0,0,40,37
42,2,13,2,3,0,4,1,0,0,40,37
66,5,15,2,3,0,2,1,20051,0,55,37
28,2,13,2,9,0,4,1,0,0,50,37
32,2,13,4,11,2,4,1,0,0,32,37
45,4,13,4,11,1,4,0,0,0,35,37
46,3,15,2,9,0,4,1,0,0,50,37
26,2,13,4,11,1,4,1,0,0,40,37
65,3,14,2,3,0,4,1,0,0,40,37
36,2,13,2,9,0,4,1,0,0,42,37
41,5,13,4,12,1,4,0,0,0,43,37
27,2,13,4,12,1,4,0,0,0,40,37
67,1,13,2,9,0,4,1,0,0,10,37
42,2,13,0,3,4,4,0,0,0,45,37
53,2,13,2,0,0,4,1,0,1887,65,37
35,2,13,2,3,0,4,1,0,0,40,37
53,0,15,2,0,0,4,1,0,0,45,37
46,2,13,2,11,0,4,1,0,0,40,37
24,2,13,4,9,3,4,0,0,0,20,37
41,2,14,4,9,1,4,0,27828,0,35,37
43,2,13,4,6,1,4,1,0,0,15,37
42,2,13,2,3,0,4,1,3137,0,40,37
46,2,13,2,11,0,4,1,0,0,55,37
26,2,13,2,13,0,4,1,0,0,40,37
45,0,14,2,9,0,4,1,0,0,40,37
28,2,13,4,13,4,4,1,0,0,20,37
46,5,13,2,3,0,4,1,7688,0,40,37
37,2,13,4,3,1,4,1,0,0,50,37
23,2,13,4,0,3,4,0,0,0,40,37
41,2,15,2,9,0,4,1,0,0,45,37
53,1,14,2,9,5,4,0,15024,0,40,37
45,2,13,2,12,0,4,1,0,0,50,37
37,2,13,4,3,1,4,0,2174,0,50,37
48,1,14,2,3,5,4,0,7688,0,40,37
57,2,13,2,11,0,4,1,0,0,55,37
23,2,13,4,3,1,4,0,0,0,35,1
38,2,15,2,9,0,4,1,0,0,40,37
71,2,14,4,7,1,4,0,0,0,20,37
25,2,14,2,9,0,4,1,0,0,40,37
46,4,13,2,11,0,4,1,0,0,50,37
63,1,13,6,0,4,1,0,0,0,35,28
41,1,14,0,9,4,4,0,7430,0,36,37
29,2,13,4,11,1,4,0,0,0,50,37
48,2,14,2,3,0,4,1,0,0,60,37
26,2,14,4,3,1,4,0,594,0,35,37
37,2,13,4,11,1,4,0,0,0,44,37
49,4,13,2,3,5,4,0,0,0,7,37
36,4,13,2,3,0,4,1,7298,0,40,37
59,2,13,2,2,0,4,1,0,0,50,37
22,5,13,2,3,0,4,1,0,0,20,37
62,4,13,2,11,0,4,1,0,0,40,37
28,2,13,4,9,1,2,1,0,0,50,37
26,2,13,4,7,1,4,1,0,0,40,37
29,2,13,4,12,1,4,1,0,0,40,37
39,2,13,0,11,1,4,1,0,0,60,37
38,4,13,2,7,0,4,1,0,0,10,37
36,2,13,2,11,0,4,1,0,1902,40,37
55,2,16,4,9,1,4,1,0,0,40,37
53,1,13,2,9,5,4,0,0,0,50,37
35,2,13,4,0,1,2,1,0,0,55,37
42,2,13,2,11,0,4,1,0,0,60,37
51,2,13,0,12,1,4,1,0,1590,40,37
28,2,13,4,2,1,2,1,0,0,60,37
51,2,14,2,3,0,4,1,0,0,70,37
41,2,13,2,9,0,4,1,0,0,55,37
43,5,15,0,9,1,4,1,0,0,50,37
44,2,13,4,9,1,4,1,0,0,40,37
48,2,14,2,3,0,4,1,0,0,40,37
30,2,13,4,9,1,4,1,0,0,50,18
24,2,13,4,3,1,4,1,0,0,45,37
46,0,13,2,0,0,4,1,0,0,40,37
33,2,13,2,9,0,4,1,0,0,40,37
40,2,13,2,7,5,1,0,7688,0,52,22
26,2,13,4,3,1,4,0,0,0,50,37
25,1,13,2,9,5,4,0,0,0,38,37
22,2,13,4,9,1,4,0,0,0,9,37
66,2,13,2,11,0,4,1,0,0,50,37
49,4,15,2,9,0,4,1,15024,0,65,37
46,2,13,0,6,2,4,1,0,2258,50,5
23,2,13,4,11,1,4,1,0,0,25,37
40,2,14,0,3,1,4,0,0,0,50,8
23,2,13,4,0,3,4,1,0,0,40,37
36,0,13,2,3,5,4,0,0,0,40,37
45,0,13,2,3,0,4,1,0,0,40,37
27,2,13,4,11,1,4,0,0,0,40,37
39,1,14,2,9,0,4,1,0,1977,45,37
31,4,14,4,9,1,4,1,0,0,45,8
26,2,13,2,9,0,4,1,0,0,90,37
41,2,13,2,9,0,4,1,0,0,40,37
43,2,13,2,9,0,4,1,0,0,55,20
34,2,13,4,11,1,4,1,27828,0,40,37
37,2,13,2,3,0,4,1,7298,0,40,37
45,2,13,0,9,4,4,0,0,0,50,37
28,1,13,4,9,1,1,0,0,0,40,37
56,3,14,0,3,1,4,1,27828,0,60,37
37,2,14,2,3,0,4,1,0,0,55,37
31,2,13,6,7,1,4,0,0,0,30,37
35,5,14,4,9,1,4,0,0,0,40,37
34,2,13,2,9,5,4,0,0,1887,40,37
27,2,13,2,3,0,4,1,0,0,40,37
42,1,14,2,10,0,4,1,7688,0,35,37
22,2,13,4,7,1,4,1,0,0,30,37
47,5,13,2,9,5,4,0,0,0,40,37
43,5,14,4,9,1,4,1,0,0,45,37
28,2,13,4,3,1,2,1,2174,0,50,37
35,2,13,2,11,0,4,1,0,1977,65,37
46,2,16,0,9,1,4,1,0,0,40,37
27,4,13,4,9,1,4,0,0,0,20,37
32,2,13,4,9,3,4,1,0,0,40,37
52,1,14,2,3,0,4,1,0,0,50,37
26,2,13,4,0,1,4,1,6849,0,65,37
41,0,13,2,9,0,4,1,0,0,38,37
36,1,14,4,9,1,2,0,0,0,40,37
35,2,14,2,3,0,4,1,0,0,40,37
55,1,13,2,9,5,4,0,0,0,60,37
43,2,13,0,0,4,4,0,0,0,40,10
48,2,13,3,11,4,4,0,0,2472,70,37
45,5,14,2,9,0,1,1,0,0,50,17
45,5,14,2,9,0,4,1,0,0,35,37
40,5,13,2,0,0,4,1,0,0,40,37
52,0,13,2,10,0,4,1,0,0,60,37
42,2,14,0,9,1,4,0,0,1876,40,37
39,5,13,2,9,0,4,1,0,0,40,37
22,5,13,4,9,3,4,0,0,0,43,37
28,2,13,2,3,0,4,1,0,0,50,37
40,4,13,3,3,1,1,1,0,0,40,37
27,5,14,2,9,0,1,1,0,0,20,2
23,2,13,4,9,1,4,0,0,0,16,37
22,2,13,4,0,3,4,0,0,0,40,37
39,2,13,2,12,0,4,1,0,0,50,37
26,5,13,4,9,1,1,1,0,0,20,17
38,2,13,2,2,0,4,1,0,0,70,37
42,2,15,2,9,0,4,1,0,1902,60,37
55,1,14,4,9,1,4,0,0,0,45,37
50,5,13,0,3,1,4,0,0,0,40,37
26,2,13,2,9,5,4,0,0,0,40,37
49,0,13,2,9,0,4,1,0,0,40,37
42,3,13,2,2,0,2,1,0,0,60,37
33,4,13,2,11,0,4,1,0,0,50,37
55,2,13,4,3,1,4,0,0,0,35,37
34,2,13,2,9,5,4,0,15024,0,36,37
30,2,13,2,9,0,4,1,0,0,47,37
69,4,15,2,9,0,4,1,0,0,40,37
32,4,13,2,3,0,4,1,0,0,50,37
28,2,13,4,9,1,4,1,0,1564,50,37
55,2,13,0,0,1,4,0,0,0,40,37
59,4,13,2,11,0,4,1,15024,0,40,37
42,1,14,2,9,0,4,1,0,0,46,37
44,2,13,2,3,0,4,1,0,0,40,37
48,2,13,2,9,0,4,1,0,0,55,37
39,2,13,0,3,4,4,0,0,0,50,37
34,1,14,4,9,1,4,1,0,0,35,37
31,4,13,2,11,0,4,1,0,0,48,37
70,4,13,6,9,1,4,0,0,0,30,37
49,3,14,5,3,1,4,1,0,0,70,37
25,2,13,4,7,3,4,1,0,0,18,37
46,2,14,2,9,0,4,1,0,0,60,37
39,2,14,2,3,0,4,1,7688,0,65,37
48,0,14,4,3,1,4,1,0,0,40,37
30,2,13,2,7,5,4,0,0,0,40,37
38,2,13,2,3,5,4,0,0,0,50,37
34,2,13,2,3,0,4,1,0,0,45,37
29,2,15,2,9,0,4,1,0,0,50,37
54,2,13,2,9,0,4,1,0,1977,40,37
48,2,15,2,12,0,4,1,0,1977,40,37
44,2,14,2,3,0,4,1,0,0,50,37
42,1,13,2,9,5,4,0,0,0,45,37
24,2,13,4,7,3,4,0,0,0,40,37
36,4,13,4,11,1,2,0,2174,0,50,37
37,2,13,2,3,0,4,1,0,1977,60,37
36,2,13,2,9,5,4,0,0,0,4,37
53,5,16,2,9,0,4,1,0,0,40,37
35,2,13,2,11,0,4,1,0,0,40,37
48,2,14,4,3,1,4,1,0,0,40,37
39,2,13,0,12,1,4,1,0,0,40,37
25,2,14,4,9,3,4,0,0,0,40,37
34,5,13,4,9,1,4,0,0,0,48,37
47,2,14,2,9,0,4,1,15024,0,45,37
23,2,14,4,9,1,4,0,0,0,30,37
45,2,13,3,9,4,4,0,0,0,38,37
38,1,13,4,3,4,1,1,0,1741,40,38
36,1,14,2,9,5,4,0,0,0,40,37
26,2,13,4,9,1,4,0,0,0,55,37
60,2,13,2,9,0,4,1,0,0,50,37
31,3,13,4,4,1,4,0,0,0,45,37
36,2,13,2,9,5,4,0,0,0,32,37
33,2,13,4,9,1,4,1,0,0,40,37
27,5,14,4,3,1,4,1,0,0,40,32
35,3,14,2,0,0,4,1,0,0,50,37
34,2,14,2,0,0,4,1,0,0,50,37
30,2,14,4,9,1,2,0,0,0,20,37
28,2,13,4,3,3,4,1,0,0,40,37
40,1,13,2,10,0,2,1,0,0,40,37
24,1,13,4,9,3,4,0,0,0,50,37
46,4,15,2,9,0,4,1,0,0,40,37
38,2,13,2,9,0,4,1,0,0,40,37
62,4,13,2,3,0,4,1,0,0,40,37
44,2,14,2,0,0,4,1,3908,0,50,37
83,3,13,2,3,0,4,1,0,2392,55,37
36,2,14,2,9,0,1,1,0,0,40,17
51,2,14,2,9,0,1,1,5013,0,40,17
58,2,16,2,9,0,4,1,0,0,60,37
48,2,14,0,3,1,4,1,0,0,40,37
53,4,15,0,9,1,4,1,0,0,60,37
59,1,14,0,9,1,4,1,0,0,40,37
34,2,14,2,2,0,4,1,0,0,40,24
33,1,14,4,9,1,4,0,0,0,50,37
33,4,13,2,11,0,4,1,7298,0,80,37
27,1,13,2,9,0,2,1,0,0,40,37
36,2,13,2,9,0,4,1,0,0,60,37
37,2,13,0,9,1,4,0,0,0,40,37
25,0,13,4,12,1,4,1,0,0,45,37
35,2,13,2,7,0,1,1,0,0,40,38
32,4,13,2,11,0,4,1,0,0,47,37
42,2,13,2,11,0,4,1,0,1887,50,37
29,2,13,4,9,1,4,1,0,0,40,37
59,2,14,2,9,0,4,1,0,0,55,37
23,2,13,4,3,3,4,1,0,0,28,37
62,3,13,2,3,0,4,1,0,0,50,37
33,0,15,4,9,1,4,0,0,0,65,37
25,2,13,4,7,3,4,1,0,0,40,37
32,2,13,4,9,4,4,0,0,0,40,37
59,2,16,4,9,1,4,1,0,0,50,37
33,2,14,2,3,0,4,1,0,0,40,37
23,2,13,4,0,3,4,0,0,0,50,37
27,2,16,2,9,0,4,1,0,0,80,37
49,2,13,2,11,0,4,1,0,0,60,37
34,2,13,2,3,0,4,1,0,0,50,37
55,2,15,2,3,0,4,1,0,1977,55,8
26,1,13,4,9,3,4,1,0,0,40,37
41,2,14,2,9,0,1,1,0,0,55,34
44,2,13,2,6,0,4,1,0,0,40,37
36,2,13,4,11,1,1,0,0,0,50,2
40,4,15,4,9,1,4,1,0,2444,45,37
22,2,13,4,3,1,4,1,0,0,30,37
34,4,13,2,2,0,4,1,0,0,40,37
41,2,14,6,9,1,4,0,10520,0,38,37
49,2,14,2,3,0,4,1,0,0,45,37
39,2,13,2,11,0,4,1,0,0,40,1
39,1,13,0,9,4,4,0,0,0,40,37
43,2,13,4,11,1,4,1,0,0,60,37
29,2,13,0,3,2,4,0,0,0,50,37
27,5,14,4,9,1,4,1,0,0,40,37
35,2,14,2,3,0,4,1,0,1977,48,37
46,2,13,0,0,1,4,1,0,0,40,30
36,1,13,0,9,4,4,0,0,0,52,37
46,1,13,2,0,0,4,1,0,0,45,37
44,2,15,2,9,0,4,1,0,0,50,37
77,2,13,2,3,0,4,1,0,0,50,37
41,3,14,2,3,0,4,1,0,0,60,37
44,2,14,2,9,0,4,1,0,0,40,37
33,2,13,4,11,1,4,0,0,0,40,37
28,2,13,2,3,0,4,1,0,0,40,37
32,1,13,2,9,0,4,1,0,0,45,37
67,2,14,2,9,0,4,1,20051,0,60,37
36,2,13,0,9,1,4,1,0,0,45,37
40,2,13,0,11,1,4,1,14084,0,40,37
27,2,13,2,3,5,2,0,0,0,45,37
34,2,13,4,9,1,4,1,0,0,40,37
29,2,13,4,9,1,4,0,0,0,40,37
40,2,14,4,9,1,4,0,0,0,55,37
61,1,13,2,9,5,4,0,0,0,30,37
54,2,14,2,9,0,4,1,0,0,40,37
25,2,13,4,0,3,1,0,0,0,40,37
44,2,15,0,9,1,4,1,0,0,55,37
28,2,13,4,0,1,4,0,0,0,40,37
66,2,13,2,11,0,4,1,0,0,15,37
51,4,14,2,9,5,4,0,0,0,30,37
49,1,14,0,9,4,4,0,9562,0,32,37
28,2,13,4,0,3,4,0,0,0,16,7
34,2,13,4,3,1,4,0,0,0,55,37
28,4,16,2,9,0,4,1,0,0,50,37
34,1,13,2,3,0,4,1,0,0,55,37
44,3,13,2,3,0,4,1,0,0,60,37
52,1,14,4,9,1,4,0,0,0,50,37
31,2,14,2,11,0,4,1,0,0,76,37
59,2,13,2,2,0,2,1,0,0,48,37
35,2,13,4,9,1,1,0,0,0,40,28
33,2,13,4,5,1,4,1,0,2001,40,37
49,1,14,2,10,0,4,1,0,0,40,37
42,1,13,2,10,0,4,1,0,1902,40,37
62,2,13,2,11,0,4,1,0,0,40,37
42,3,13,2,9,0,4,1,0,1977,40,37
47,0,13,2,9,0,4,1,0,0,50,37
29,2,14,4,9,1,4,0,0,0,40,37
27,2,13,4,9,3,4,0,0,0,40,37
32,2,14,4,11,3,4,0,0,0,50,37
24,2,13,4,11,3,4,0,0,0,40,37
47,4,14,2,9,5,4,0,0,0,20,37
26,2,13,4,9,1,1,0,0,0,40,28
57,4,13,2,11,0,4,1,0,0,50,37
48,2,13,2,2,0,4,1,0,0,40,37
49,5,14,2,9,0,4,1,0,0,45,37
25,2,13,4,3,3,4,1,0,0,40,37
39,2,13,2,3,0,4,1,0,0,60,37
30,2,13,4,9,1,2,1,0,0,40,37
30,2,13,2,3,0,4,1,0,0,43,37
47,2,14,0,3,1,4,0,0,0,50,37
30,5,14,2,9,5,4,0,0,0,50,37
37,2,13,2,3,0,4,1,0,0,40,37
27,2,13,4,12,1,1,0,0,0,40,28
33,2,14,4,9,1,2,1,0,0,50,37
29,2,13,4,9,1,4,1,0,0,40,37
60,5,14,2,9,5,4,0,0,0,8,37
